"FID_WDPA_O,N,10,0","WDPAID,N,19,15","WDPA_PID,C,52","PA_DEF,C,20",NAME,"ORIG_NAME,C,254","DESIG,C,254","DESIG_ENG,C,254","DESIG_TYPE,C,20","IUCN_CAT,C,20","STATUS,C,100","STATUS_YR,N,9,0","GOV_TYPE,C,254","FID_WWW_ed,N,10,0","OBJECTID,N,10,0","NAME_1,C,254","COUNTRY,C,254","TYPE,C,50","Region,C,55","CONTINENT,C,13",sq_km
17674,102255,102255,1,Punta Pati__o,Punta Pati__o,Humedal de Importancia Internacional,Wetland,National,Not Reported,Designated,1994,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,2
16994,95360,95360,1,Punta Pati__o,Punta Pati__o,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1993,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,76
18440,107370,107370,1,Serran_Áa del Bagre,Serran_Áa del Bagre,Corredor Biol__gico,Biological Corridor,National,Not Reported,Designated,1995,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,76
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,2
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,2
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,2
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,24
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,24
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,24
9924,34877,34877,1,Chepigana,Chepigana,Reserva Forestal,Forest Reserve,National,VI,Designated,1960,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
16994,95360,95360,1,Punta Pati__o,Punta Pati__o,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1993,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
18440,107370,107370,1,Serran_Áa del Bagre,Serran_Áa del Bagre,Corredor Biol__gico,Biological Corridor,National,Not Reported,Designated,1995,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
5975,18246,18246,1,Woodland Caribou Provincial Park (Wilderness Class),Woodland Caribou Provincial Park (Wilderness Class),Provincial Park,Provincial Park,National,Ib,Designated,1983,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,0
1829,4162,4162,1,Polar Bear Provincial Park,Polar Bear Provincial Park,Provincial Park,Provincial Park,National,Ib,Designated,1970,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,958
5955,18216,18216,1,Nagagamisis Provincial Park (Natural Environment Class),Nagagamisis Provincial Park (Natural Environment Class),Provincial Park,Provincial Park,National,II,Designated,1957,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,5
6141,18557,18557,1,Kesagami Provincial Park,Kesagami Provincial Park,Provincial Park,Provincial Park,National,Ib,Designated,1983,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,574
6145,18561,18561,1,Opasquia Provincial Park,Opasquia Provincial Park,Provincial Park,Provincial Park,National,Ib,Designated,1983,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,4653
6159,18579,18579,1,Winisk River Provincial Park,Winisk River Provincial Park,Provincial Park,Provincial Park,National,II,Designated,1969,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,1548
6210,18682,18682,1,Moose River Migratory Bird Sanctuary,Moose River Migratory Bird Sanctuary,Migratory Bird Sanctuary,Migratory Bird Sanctuary,National,Ib,Designated,1958,Federal or national ministry or agency,88,125,,Canada,,Northern Boreal,North America,15
6598,19805,19805,1,Adam Creek Provincial Nature Reserve,Adam Creek Provincial Nature Reserve,Provincial Park,Provincial Park,National,Ia,Designated,1985,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,1
6702,19936,19936,1,Fawn River Provincial Park,Fawn River Provincial Park,Provincial Park,Provincial Park,National,II,Designated,1989,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,119
6706,19941,19941,1,Little Current River Provincial Park,Little Current River Provincial Park,Provincial Park,Provincial Park,National,II,Designated,1989,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,49
6709,19944,19944,1,Missinaibi Provincial Park (Waterway Class),Missinaibi Provincial Park (Waterway Class),Provincial Park,Provincial Park,National,II,Designated,1970,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,86
6712,19947,19947,1,Otoskwin-Attawapiskat River Provincial Park,Otoskwin-Attawapiskat River Provincial Park,Provincial Park,Provincial Park,National,II,Designated,1989,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,797
6714,19950,19950,1,Pipestone River Provincial Park,Pipestone River Provincial Park,Provincial Park,Provincial Park,National,II,Designated,1989,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,966
6715,19951,19951,1,Severn River Provincial Park,Severn River Provincial Park,Provincial Park,Provincial Park,National,II,Designated,1989,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,798
6721,19963,19963_A,1,Hannah Bay Bird Sanctuary,Hannah Bay Bird Sanctuary,Migratory Bird Sanctuary,Migratory Bird Sanctuary,National,Ib,Designated,1939,Federal or national ministry or agency,88,125,,Canada,,Northern Boreal,North America,6
13239,66337,66337,1,Old Fort Albany Wilderness Area,Old Fort Albany Wilderness Area,Wilderness Area,Wilderness Area,National,III,Designated,1960,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,0
13244,66475,66475,1,Sutton Lake Gorge Wilderness Area,Sutton Lake Gorge Wilderness Area,Wilderness Area,Wilderness Area,National,III,Designated,1960,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,0
13621,67842,67842,1,Polar Bear Provincial Park,Polar Bear Provincial Park,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1987,Not Reported,88,125,,Canada,,Northern Boreal,North America,132
13628,67849,67849,1,Southern James Bay (Moose River & Hannah Bay),Southern James Bay (Moose River & Hannah Bay),"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1987,Not Reported,88,125,,Canada,,Northern Boreal,North America,8
40227,167204,167204,1,Albany River Provincial Park,Albany River Provincial Park,Provincial Park,Provincial Park,National,II,Designated,1989,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,857
40271,167369,167369,1,Jog Lake Conservation Reserve,Jog Lake Conservation Reserve,Conservation Reserve,Conservation Reserve,National,II,Designated,1997,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,484
60978,308496,308496,1,Proposed rivi_Àre Harricana Nord Aquatic Reserve,R_¨serve aquatique projet_¨e de la rivi_Àre Harricana Nord,R_¨serve aquatique projet_¨e,Proposed Aquatic Reserve,National,II,Designated,2003,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,1
60981,308499,308499,1,Proposed p_¨ninsule de Ministikawatin Biodiversity Reserve,R_¨serve de biodiversit_¨ projet_¨e de la p_¨ninsule de Ministikawatin,R_¨serve de biodiversit_¨ projet_¨e,Proposed Biodiversity Reserve,National,II,Designated,2003,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,1
1829,4162,4162,1,Polar Bear Provincial Park,Polar Bear Provincial Park,Provincial Park,Provincial Park,National,Ib,Designated,1970,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,22033
13621,67842,67842,1,Polar Bear Provincial Park,Polar Bear Provincial Park,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1987,Not Reported,88,125,,Canada,,Northern Boreal,North America,22033
6721,19963,19963_A,1,Hannah Bay Bird Sanctuary,Hannah Bay Bird Sanctuary,Migratory Bird Sanctuary,Migratory Bird Sanctuary,National,Ib,Designated,1939,Federal or national ministry or agency,88,125,,Canada,,Northern Boreal,North America,152
13628,67849,67849,1,Southern James Bay (Moose River & Hannah Bay),Southern James Bay (Moose River & Hannah Bay),"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1987,Not Reported,88,125,,Canada,,Northern Boreal,North America,152
13628,67849,67849,1,Southern James Bay (Moose River & Hannah Bay),Southern James Bay (Moose River & Hannah Bay),"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1987,Not Reported,88,125,,Canada,,Northern Boreal,North America,0
60981,308499,308499,1,Proposed p_¨ninsule de Ministikawatin Biodiversity Reserve,R_¨serve de biodiversit_¨ projet_¨e de la p_¨ninsule de Ministikawatin,R_¨serve de biodiversit_¨ projet_¨e,Proposed Biodiversity Reserve,National,II,Designated,2003,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,0
6721,19963,19963_A,1,Hannah Bay Bird Sanctuary,Hannah Bay Bird Sanctuary,Migratory Bird Sanctuary,Migratory Bird Sanctuary,National,Ib,Designated,1939,Federal or national ministry or agency,88,125,,Canada,,Northern Boreal,North America,0
13628,67849,67849,1,Southern James Bay (Moose River & Hannah Bay),Southern James Bay (Moose River & Hannah Bay),"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1987,Not Reported,88,125,,Canada,,Northern Boreal,North America,0
60981,308499,308499,1,Proposed p_¨ninsule de Ministikawatin Biodiversity Reserve,R_¨serve de biodiversit_¨ projet_¨e de la p_¨ninsule de Ministikawatin,R_¨serve de biodiversit_¨ projet_¨e,Proposed Biodiversity Reserve,National,II,Designated,2003,Sub-national ministry or agency,88,125,,Canada,,Northern Boreal,North America,0
812,1249,1249,1,Vassako-Bolo,Vassako-Bolo,R_¨serve Naturelle Int_¨grale,Integral nature reserve,National,Ia,Designated,1960,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,843
1205,2256,2256,1,Manovo-Gounda-Saint Floris,Manovo-Gounda-Saint Floris,Parc National,National Park,National,II,Designated,1933,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,1504
1206,2257,2257,1,Avakaba Presidential Park,Avakaba Presidential Park,R_¨serve Priv_¨e,Private Reserve,National,IV,Designated,1980,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,2636
1209,2260,2260,1,Ouandjia-Vakaga,Ouandjia-Vakaga,R_¨serve de Faune,Faunal Reserve,National,IV,Designated,1925,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,5887
1326,2555,2555,1,Aouk-Aoukale,Aouk-Aoukale,R_¨serve de Faune,Faunal Reserve,National,IV,Designated,1939,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,3219
2952,7952,7952,1,Shey-Phoksundo,î–åî„ï‚™î–_î„•î–˜î„“î–©î„Ÿî–œî„“î–’î„• î–_î–´î–Ëî„“î–Äî„“î–_î–_î–È î–Àî–_î–˜î„Ÿî–_î„“î–£,î–_î–´î–Ëî„“î–Äî„“î–_î–_î–È î–Âî–´î–_î„“î–˜,National Park,National,II,Designated,1984,Federal or national ministry or agency,64,93,Changtang,China,"WCS areas of work, J",Temperate Asia,Asia,13
3519,10091,10091,1,Annapurna,î–ˆî–Àî„“î–Àî–Âî„Žî–_î„“î–œ î–©î–Žî–_î–˜î„“î–Ëî–œ î–˜î„“î–Ëî„î––î„“î–_,î–©î–Žî–_î–˜î„“î–Ëî–œ î–˜î„“î–Ëî„î––î„“î–_,Conservation Area,National,VI,Designated,1992,Non-profit organisations,64,93,Changtang,China,"WCS areas of work, J",Temperate Asia,Asia,8
4313,11752,11752,1,Alaungdaw Katthapa National Park,Alaungdaw Katthapa National Park,National Park and ASEAN Heritage Park,National Park and ASEAN Heritage Park,National,II,Designated,1989,Federal or national ministry or agency,83,118,,Myanmar,,Greater Mekong,Asia,1414
5630,16792,16792,1,Manovo-Gounda St Floris National Park,Parc national du Manovo-Gounda St Floris,Site du Patrimoine Mondial (naturel ou mixte),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1988,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,117
417,639,639,1,Bamingui-Bangoran,Bamingui-Bangoran,Parc National,National Park,National,II,Designated,1933,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,0
