FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,TRIGGERS,FID_WWW_ed,OBJECTID_1,NAME,at_risk,Map_number,COUNTRY_1,TYPE,CONTINENT,sq_km
15565,0,18156,Asia,India,IND,Kibber Wildlife Sanctuary,Kibber Wildlife Sanctuary,IN033,32.4544090772,78.2208987434,confirmed,,,205135,whole,1,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,,other,64,93,Changtang,,,China,"WCS areas of work, J",Asia,54
3183,0,18194,Asia,India,IND,Pangong Tso,Pangong Tso,IN015,33.7870046096,78.7093829681,confirmed,,,31095,most,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,other,64,93,Changtang,,,China,"WCS areas of work, J",Asia,117
10838,0,15473,Asia,China (mainland),CHN,Bangong Co,Bangong Co,CN131,33.6126505829,79.4767313228,confirmed,,,91765,little/none,0,Site description; Google Earth; GeoNames; Flash Earth.,New polygon digitized. Accuracy good,3. draft polygon,,"migratory birds/congregations, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,117
5548,0,22592,Asia,Myanmar,MMR,Rakhine Yoma Elephant Range,Rakhine Yoma Elephant Range,,18.0099897986,94.7563017853,,confirmed,,170602,whole,1,Provided by Jack Tordoff from the 2012 CEPF Indo Burma Hotspot Profile,,3. draft polygon,CEPF,"CR/EN, VU",80,112,,,,Myanmar,,Asia,1706
13668,0,9767,Asia,Philippines,PHL,Mount Bandila-an,Mount Bandila-an,PH067,9.174287049,123.559276888,confirmed,confirmed,,1777,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,18
13669,0,9770,Asia,Philippines,PHL,"Mactan, Kalawisan and Cansaga Bays","Mactan, Kalawisan and Cansaga Bays",PH070,10.2963746819,123.953071919,confirmed,confirmed,,6373,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"VU, endemic, migratory birds/congregations",103,145,,,,Philippines,,Asia,15
13670,0,9771,Asia,Philippines,PHL,Nug-as and Mount Lantoy,Nug-as and Mount Lantoy,PH071,9.8075284199,123.484074792,confirmed,confirmed,,10465,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,105
13671,0,9772,Asia,Philippines,PHL,Mount Kangbulagsing and Mount Lanaya,Mount Kangbulagsing and Mount Lanaya,PH072,9.7102230478,123.364392666,confirmed,confirmed,,2624,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,18
13672,0,9776,Asia,Philippines,PHL,Biliran and Maripipi Island,Biliran and Maripipi Island,PH076,11.6156214834,124.474232054,confirmed,confirmed,,12764,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,116
13673,0,9777,Asia,Philippines,PHL,Anonang-Lobi Range,Anonang-Lobi Range,PH077,10.9741081102,124.759809589,confirmed,confirmed,,58045,little/none,1,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,580
13674,0,9778,Asia,Philippines,PHL,Mount Nacolod,Mount Nacolod,PH078,10.5107331243,125.074562351,confirmed,confirmed,,33478,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,335
13675,0,9780,Asia,Philippines,PHL,Rajah Sikatuna Protected Landscape,Rajah Sikatuna Protected Landscape,PH080,9.7278068388,124.205051422,confirmed,confirmed,,12407,whole,2,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp. CEPF Philippines Profile 2018.",CEPF Polygon,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,124
13676,0,9782,Asia,Philippines,PHL,Siargao island,Siargao island,PH082,9.8212022658,126.022513177,confirmed,confirmed,,64578,whole,1,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,544
13677,0,9783,Asia,Philippines,PHL,Mount Hilong-hilong,Mount Hilong-hilong,PH083,9.1665281958,125.848217795,confirmed,confirmed,,239849,some,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,2398
13678,0,9784,Asia,Philippines,PHL,Mount Diwata Range,Mount Diwata Range,PH084,8.7495327667,126.061241595,confirmed,confirmed,,93610,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,936
13679,0,9785,Asia,Philippines,PHL,Agusan marsh,Agusan marsh,PH085,8.2732127556,125.892976507,confirmed,confirmed,,14349,whole,2,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic, migratory birds/congregations",103,145,,,,Philippines,,Asia,143
13684,0,9791,Asia,Philippines,PHL,Mount Balatukan,Mount Balatukan,PH091,8.7976970308,124.952258918,confirmed,confirmed,,35238,some,1,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,352
13685,0,9792,Asia,Philippines,PHL,Mount Kaluayan - Mount Kinabalian Complex,Mount Kaluayan - Mount Kinabalian Complex,PH092,8.3790757825,125.319462776,confirmed,confirmed,,236580,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",Merged to include Mt. Kaluayan part of IBA boundary,3. draft polygon,,"VU, endemic",103,145,,,,Philippines,,Asia,2366
13686,0,9793,Asia,Philippines,PHL,Mount Tago Range,Mount Tago Range,PH093,8.3019011011,125.130591082,confirmed,confirmed,,83369,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,834
13687,0,9794,Asia,Philippines,PHL,Mount Kitanglad,Mount Kitanglad,PH094,8.1324402193,124.860255309,confirmed,confirmed,,31008,whole,2,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,310
13688,0,9795,Asia,Philippines,PHL,Kalatungan mountains,Kalatungan mountains,PH095,7.9583721403,124.80082468,confirmed,confirmed,,35762,whole,4,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, endemic",103,145,,,,Philippines,,Asia,358
13695,0,9807,Asia,Philippines,PHL,Mount Malindang,Mount Malindang,PH107,8.2903157786,123.601561339,confirmed,confirmed,de-listed,40718,most,1,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,407
13710,0,22334,Asia,Philippines,PHL,Mount Capayas,Mount Capayas,,10.588414235,123.925228205,,confirmed,,13618,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,136
13717,0,23307,Asia,Philippines,PHL,Samar Island Natural Park,Samar Island Natural Park,,11.806643248,125.173716859,,confirmed,,332804,whole,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,4. refined polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,1296
13723,0,9773,Asia,Philippines,PHL,Mount Cabalantian - Mount Capoto-an complex,Mount Cabalantian - Mount Capoto-an complex,PH073,12.1385390002,125.082335662,confirmed,,,98122,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001","CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,247
13724,0,9775,Asia,Philippines,PHL,Southern Samar mountains,Southern Samar mountains,PH075,11.3600740353,125.330562055,confirmed,,,48345,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001","CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,59
13725,0,9774,Asia,Philippines,PHL,Mount Yacgun - Mount Sohoton complex,Mount Yacgun - Mount Sohoton complex,PH074,11.6886201988,125.24816235,confirmed,,,103928,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001","CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,166
13744,0,9768,Asia,Philippines,PHL,Central Cebu (including Tabunan),Central Cebu (including Tabunan),PH068,10.4330251847,123.844248713,confirmed,confirmed,,31285,most,2,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",KBA merged with Tabunan IBA.,4. refined polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,313
13917,0,9766,Asia,Philippines,PHL,Cuernos de Negros,Cuernos de Negros,PH066,9.3156951108,123.13116891,confirmed,confirmed,confirmed,23583,some,1,"Heaney, L. & Tabaranza, B. 2008. Crocidura negrina. The IUCN Red List of Threatened Species 2008: e.T5609A11412110. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T5609A11412110.en. Downloaded on 27 December 2016.; http://datazone.birdlife.org/site/factshee",No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,5
14049,0,23351,Asia,Philippines,PHL,Lake Mainit,Lake Mainit,,9.4540534195,125.521451916,,confirmed,confirmed,14233,little/none,0,"De Grave, S. & Cai, X. 2013. Caridina mindanao. The IUCN Red List of Threatened Species 2013: e.T197763A2498974. http://dx.doi.org/10.2305/IUCN.UK.2013-1.RLTS.T197763A2498974.en. Downloaded on 27 February 2017.","Whole of lake, but hydrobasin lake shore adjusted to reflect topography. Site was previously a candidate KBA.",3. draft polygon,AZE (2018),CR/EN,103,145,,,,Philippines,,Asia,142
14111,0,9781,Asia,Philippines,PHL,Mount Kambinlio and Mount Redondo,Mount Kambinlio and Mount Redondo,PH081,10.2148535078,125.62600119,confirmed,confirmed,confirmed,27753,little/none,0,"Ong, P., Tabaranza, B., Rosell-Ambal, G., Balete, D. & Heaney, L. 2008. Crateromys australis. The IUCN Red List of Threatened Species 2008: e.T5499A11225471. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T5499A11225471.en. Downloaded on 27 December 2016.;*",No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,277
14369,0,9790,Asia,Philippines,PHL,Camiguin island,Camiguin island,PH090,9.1886532096,124.705199073,confirmed,confirmed,confirmed,3730,whole,1,http://datazone.birdlife.org/site/factsheet/9790,Same as IBA,3. draft polygon,AZE (2018),"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,37
13689,0,9796,Asia,Philippines,PHL,Munai / Tambo,Munai / Tambo,PH096,7.8987752322,123.999609683,confirmed,confirmed,,69870,some,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,0
13743,0,9797,Asia,Philippines,PHL,Lake Lanao,Lake Lanao,PH097,7.8946630121,124.259802862,confirmed,confirmed,,64314,whole,4,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",Merged to include IBA boundary.,3. draft polygon,,"CR/EN, VU, endemic, migratory birds/congregations",103,145,,,,Philippines,,Asia,0
13717,0,23307,Asia,Philippines,PHL,Samar Island Natural Park,Samar Island Natural Park,,11.806643248,125.173716859,,confirmed,,332804,whole,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,4. refined polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,734
13723,0,9773,Asia,Philippines,PHL,Mount Cabalantian - Mount Capoto-an complex,Mount Cabalantian - Mount Capoto-an complex,PH073,12.1385390002,125.082335662,confirmed,,,98122,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001","CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,734
13717,0,23307,Asia,Philippines,PHL,Samar Island Natural Park,Samar Island Natural Park,,11.806643248,125.173716859,,confirmed,,332804,whole,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,4. refined polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,425
13724,0,9775,Asia,Philippines,PHL,Southern Samar mountains,Southern Samar mountains,PH075,11.3600740353,125.330562055,confirmed,,,48345,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001","CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,425
13717,0,23307,Asia,Philippines,PHL,Samar Island Natural Park,Samar Island Natural Park,,11.806643248,125.173716859,,confirmed,,332804,whole,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,4. refined polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,873
13725,0,9774,Asia,Philippines,PHL,Mount Yacgun - Mount Sohoton complex,Mount Yacgun - Mount Sohoton complex,PH074,11.6886201988,125.24816235,confirmed,,,103928,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001","CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,873
2943,0,16323,Asia,Mongolia,MNG,Airag Lake,Airag Lake,MN012,48.9060297154,93.4400531388,confirmed,,,72114,whole,4,Recieved from Partner,Recieved from Partner,3. draft polygon,,"CR/EN, VU, migratory birds/congregations, other",63,92,Saiga Range,,,Mongolia,"WCS areas of work, I",Asia,721
2946,0,16326,Asia,Mongolia,MNG,Khar Us Lake,Khar Us Lake,MN014,48.1018110611,92.2983747162,confirmed,,,291069,whole,2,Recieved from Partner,Recieved from Partner,3. draft polygon,,"CR/EN, VU, migratory birds/congregations, other",63,92,Saiga Range,,,Mongolia,"WCS areas of work, I",Asia,180
2947,0,16327,Asia,Mongolia,MNG,Khar Lake,Khar Lake,MN016,48.0764256527,93.2045766572,confirmed,,,82297,whole,2,Recieved from Partner,Recieved from Partner,3. draft polygon,,"CR/EN, VU, migratory birds/congregations",63,92,Saiga Range,,,Mongolia,"WCS areas of work, I",Asia,527
2952,0,16333,Asia,Mongolia,MNG,Khomiin Tal,Khomiin Tal,MN017,48.1477572678,93.7564621541,confirmed,,,40951,little/none,0,Recieved from Partner,Recieved from Partner,3. draft polygon,,"CR/EN, VU, migratory birds/congregations, other",63,92,Saiga Range,,,Mongolia,"WCS areas of work, I",Asia,409
10813,0,15422,Asia,China (mainland),CHN,Damaoqi,Damaoqi,CN085,41.9177070265,110.246633843,confirmed,,,1697092,little/none,0,Unknown,"Accuracy impossible to determine, however, boundary bears little relationship to underlying geography",3. draft polygon,,VU,62,89,Gobi,,,Mongolia,WCS areas of work,Asia,101
