FID_Globa,"OBJECTID,N,10,0",SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Region_1,WCS_SH,Reason,sq_km
13176,0,46788,Asia,China (mainland),CHN,Xiaerxili Nature Reserve,Xiaerxili Nature Reserve,,45.2452806491,81.7412719481,,confirmed,,30758,some,0,CEPF Central Asia Hotspot Profile,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,02/12/18,,,VU,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,150
13177,0,46716,Central Asia,Kazakhstan,KAZ,Ugam,Ugam,,42.136861062,70.4054324319,,confirmed,,12282,little/none,0,CEPF Central Asia Hotspot Profile,"Scientific research materials of the Botany Institute, NSJ of the Sairam-Ugam State National Nature Park organization , ""Birds of Kazakhstan"", ""Mammals of Kazakhstan"", the Sairam-Ugam SNNP report , expert assessment",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2019",,02/12/18,,,VU,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,1
13178,0,46727,Central Asia,Kazakhstan,KAZ,Zhongar-Alatau National Park,Zhongar-Alatau National Park,,45.2639445358,80.5986394704,,confirmed,,389748,little/none,0,CEPF Central Asia Hotspot Profile,"Scientific research materials of the Botany Institute, NSJ of Charyn SNNP organization; Important Bird Areas of Kazakhstan  /Edition of S.L. Sklyarenko, D.R.Uyelsh, M.Brombaher. - Almaty: Association of the Biodiversity Conservation of Kazakhstan, 2008.",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,02/12/18,,,CR/EN,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,3175
13182,0,46726,Central Asia,Kazakhstan,KAZ,Koksu,Koksu,,44.639339529,79.6332326871,,confirmed,,262297,little/none,0,CEPF Central Asia Hotspot Profile,"Important Bird Areas of Kazakhstan  / Edition of S.L. Sklyarenko, D.R.Uyelsh, M.Brombaher. - Almaty: Association of the Biodiversity Conservation of Kazakhstan, 2008. - 318 p.; ""Mammals of Kazakhstan""; expert assessment",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,02/12/18,,,CR/EN,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,2259
13183,0,46783,Asia,China (mainland),CHN,Nalati Prairie Nature Reserve,Nalati Prairie Nature Reserve,,43.3506380239,83.857265533,,confirmed,,306018,little/none,0,CEPF Central Asia Hotspot Profile.,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,02/12/18,,,CR/EN,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,598
13184,0,46781,Central Asia,Kyrgyzstan,KGZ,Sary-Djaz and Khan-Tengri,Sary-Djaz and Khan-Tengri,,42.1962148363,79.676960373,,confirmed,,324255,little/none,0,CEPF Central Asia Hotspot Profile,,3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,02/12/18,,,VU,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,3243
13185,0,46786,Asia,China (mainland),CHN,Xitianshan Nature Reserve,Xitianshan Nature Reserve,,43.3904197296,81.4465699079,,confirmed,,236803,little/none,0,CEPF Central Asia Hotspot Profile,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,02/12/18,,,"CR/EN, VU",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,795
13189,0,15448,Asia,China (mainland),CHN,Mount Tuomuer Nature Reserve,Mount Tuomuer Nature Reserve,CN121,42.0582804947,80.5101258,confirmed,confirmed,,628094,whole,2,Original IBA Boundary preserved in favour of that proposed by the CEPF Central Asia Mountains Hotspot Profile. KBA identified in the CEPF Ecosystem Profile of the Mountains of Central Asia Hotspot (2017).,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,01/14/09,,02/12/18,"VU, other",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,6281
13190,0,15442,Asia,China (mainland),CHN,Kunes forest,Kunes forest,CN113,43.2702423115,84.611596487,confirmed,,,101011,little/none,1,Original IBA Boundary preserved in favour of that proposed by the CEPF Central Asia Mountains Hotspot Profile,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,01/14/09,,02/12/18,"CR/EN, VU, other",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,177
13191,0,15446,Asia,China (mainland),CHN,Bayanbulak and Kaidu River Valley,Bayanbulak and Kaidu River Valley,CN114,42.8784940597,84.3916847804,confirmed,confirmed,,266497,whole,2,Original IBA Boundary preserved in favour of that proposed by the CEPF Central Asia Mountains Hotspot Profile. KBA identified in the CEPF Ecosystem Profile of the Mountains of Central Asia Hotspot (2017).,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,01/14/09,,02/12/18,"CR/EN, VU, migratory birds/congregations",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,256
13196,0,15443,Asia,China (mainland),CHN,Gongliu spruce forest,Gongliu spruce forest,CN119,43.0231742331,82.6751207338,confirmed,,,241753,most,3,Original IBA Boundary preserved in favour of that proposed by the CEPF Central Asia Mountains Hotspot Profile.,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,01/14/09,,02/12/18,"VU, other",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,2127
13198,0,27414,Central Asia,Kyrgyzstan,KGZ,Western Issyk Kul Lake,Western Issyk Kul Lake,,42.3803630229,76.3299235501,confirmed,,,54353,whole,3,Original IBA Boundary preserved in favour of that proposed by the CEPF Central Asia Mountains Hotspot Profile,"ECONET materials, expert opinions, The National Strategy for Biodiversity and the fifth National Report. 2015 ð│.",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,02/10/11,,02/12/18,"CR/EN, migratory birds/congregations",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,544
13199,0,27415,Central Asia,Kyrgyzstan,KGZ,Eastern Issyk Kul Lake,Eastern Issyk Kul Lake,,42.5539613974,78.0543316037,confirmed,,,75247,most,3,Original IBA Boundary preserved in favour of that proposed by the CEPF Central Asia Mountains Hotspot Profile,,3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,02/10/11,,02/12/18,migratory birds/congregations,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,752
13200,0,20637,Central Asia,Kazakhstan,KAZ,Toraygyr Ridge,Toraygyr Ridge,KZ102,43.4473712031,78.7550235049,confirmed,,,168364,some,1,Original IBA Boundary preserved in favour of that proposed by the CEPF Central Asia Mountains Hotspot Profile,"GEF / UNDP project materials ""In situ conservation of mountain agro-biodiversity in Kazakhstan"", Ile-Alatau SNNP report, expert assessment, scientific research materials of the Botany Institute, NSJ of Ile-Alatau SNNP organization",4. refined polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,10/23/09,,02/12/18,CR/EN,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,7
13201,0,19948,Central Asia,Kazakhstan,KAZ,Big Almaty Gorge,Big Almaty Gorge,KZ098,43.05651298,76.866322815,confirmed,,,113660,little/none,0,Original IBA Boundary preserved in favour of that proposed by the CEPF Central Asia Mountains Hotspot Profile,"Expert reports, scientific research materials of the Botany Institute, ""Birds of Kazakhstan"", ""Mammals of Kazakhstan"", The report on ""Accounting of the number of rare and endangered species of wild animals and animal species that are a hunting objects, o",4. refined polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",,10/23/09,,02/12/18,other,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,745
13202,0,19949,Central Asia,Kazakhstan,KAZ,Aksu-Dzhabagly State Nature Reserve,Aksu-Dzhabagly State Nature Reserve,KZ078,42.2653778541,70.6365250955,confirmed,,,121763,most,2,Landsat,,4. refined polygon,ZOI and BirdLife International,,01/20/08,,,"CR/EN, other",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,578
13221,0,20601,Central Asia,Kazakhstan,KAZ,Upper Charyn,Upper Charyn,KZ103,43.0707063978,78.784688767,confirmed,,,4632,little/none,0,Original IBA Boundary preserved although site falls within Central Asia Mountains Hotspot. CEPF Central Asia Hotspot Profile.,Landsat & Topomap 100,4. refined polygon,Albert Salemgareev,,12/10/07,,,other,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,46
13247,0,15434,Asia,China (mainland),CHN,Sayram Nur,Sayram Nur,CN116,44.6042272273,81.1699711902,confirmed,,,48846,little/none,0,Original IBA Boundary preserved although site falls within Central Asia Mountains Hotspot,Site description; Google Earth; GeoNames; Flash Earth.,3. draft polygon,,,10/09/09,,01/10/14,"CR/EN, VU, migratory birds/congregations, other",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,488
2946,0,16326,Asia,Mongolia,MNG,Khar Us Lake,Khar Us Lake,MN014,48.1018110611,92.2983747162,confirmed,,,291069,whole,2,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,0
2948,0,16328,Asia,Mongolia,MNG,Jargalant Khairkhan Mountain,Jargalant Khairkhan Mountain,MN015,47.6883582865,92.5673962408,confirmed,,,158986,whole,2,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, endemic, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,0
2949,0,16330,Asia,Mongolia,MNG,Boon Tsagaan Lake,Boon Tsagaan Lake,MN026,45.5871508451,99.1829715548,confirmed,,,43078,most,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,431
2950,0,16331,Asia,Mongolia,MNG,Orog Lake,Orog Lake,MN028,45.0563863256,100.755142285,confirmed,,,20156,most,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,202
2955,0,16336,Asia,Mongolia,MNG,Taatsiin Tsagaan Lake,Taatsiin Tsagaan Lake,MN029,45.1407478384,101.380037789,confirmed,,,12370,most,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, migratory birds/congregations",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,124
2970,0,16351,Asia,Mongolia,MNG,Mongol Daguur,Mongol Daguur,MN066,49.7211093422,114.918295202,confirmed,,,305849,whole,3,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,3048
2971,0,16352,Asia,Mongolia,MNG,Khukh Lake,Khukh Lake,MN067,49.5162056418,115.585973763,confirmed,,,11392,little/none,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,114
2972,0,16353,Asia,Mongolia,MNG,Buir Lake,Buir Lake,MN068,47.8474945351,117.779370201,confirmed,,,88498,whole,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,823
2973,0,16354,Asia,Mongolia,MNG,Tashgain Tavan Lakes,Tashgain Tavan Lakes,MN069,47.3089790026,118.186961426,confirmed,,,52065,little/none,0,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,521
2974,0,16355,Asia,Mongolia,MNG,Tsengeleg Lakes,Tsengeleg Lakes,MN063,48.4137377772,113.239377483,confirmed,,,8803,little/none,0,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,88
2975,0,16356,Asia,Mongolia,MNG,Ganga Lakes,Ganga Lakes,MN061,45.2397576485,113.95584295,confirmed,,,26539,whole,4,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,265
3362,0,18504,Asia,Mongolia,MNG,Ikh Nartiin Chuluu Nature Reserve,Ikh Nartiin Chuluu Nature Reserve,MN050,45.5861312801,108.681199358,confirmed,,,66521,whole,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,other,28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,253
4852,0,28291,Asia,Mongolia,MNG,Borzon Gobi,Borzon Gobi,MN047,42.2640385655,105.484781553,confirmed,,,399765,most,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,3998
4856,0,28296,Asia,Mongolia,MNG,Galba Gobi,Galba Gobi,MN048,42.6804547429,106.924788702,confirmed,,,828640,some,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,8287
4858,0,28298,Asia,Mongolia,MNG,Govi Gurvan Saikhan Mountain,Govi Gurvan Saikhan Mountain,MN046,43.7297409201,103.377399203,confirmed,,,545088,whole,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, endemic, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,5451
4862,0,28303,Asia,Mongolia,MNG,Khar Yamaat Nature Reserve,Khar Yamaat Nature Reserve,MN060,47.6511197054,112.058660296,confirmed,,,51093,whole,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,80
4867,0,28308,Asia,Mongolia,MNG,Maikhant Mountain,Maikhant Mountain,MN057,46.6801091369,109.928525224,confirmed,,,41902,little/none,0,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,93
4868,0,28309,Asia,Mongolia,MNG,Nomrog,Nomrog,MN070,46.9172029512,119.486694133,confirmed,,,367313,most,1,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,3673
4871,0,28312,Asia,Mongolia,MNG,Shaazan Lake,Shaazan Lake,MN062,48.025345775,114.239707124,confirmed,,,5426,little/none,0,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,VU,28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,54
4876,0,28318,Asia,Mongolia,MNG,"Turgen Tsagaan, Zegst, Tuulaitiyn Burd Lakes","Turgen Tsagaan, Zegst, Tuulaitiyn Burd Lakes",MN064,49.3441456243,113.168400744,confirmed,,,35006,little/none,0,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,350
4877,0,28319,Asia,Mongolia,MNG,Ugtam Nature Reserve,Ugtam Nature Reserve,MN065,49.3272536123,113.761707969,confirmed,,,45740,whole,2,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,457
10570,0,16583,Asia,Russia (Asian),RUS,Toreiskiye ozera,Torey lakes,RU3055,50.1073999898,115.671991278,confirmed,,,202661,whole,5,Provided by Tatiana Sviridova who produced the dataset for RBCU / Transparent World,,4. refined polygon,RBCU,,07/21/14,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,579
10604,0,32067,Asia,Russia (Asian),RUS,Bain-Tsaganskiye ozera,Bain-Tsaganskiye lakes,RU3174,50.310636908,115.276827,confirmed,,,209802,little/none,3,Provided by Tatiana Sviridova who produced the dataset for RBCU / Transparent World,,4. refined polygon,RBCU,,07/21/14,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,14
10674,0,16584,Asia,Russia (Asian),RUS,Chaun delta,Chaun delta,RU3079,68.7529393234,170.799081966,confirmed,,,118901,some,1,Provided by Tatiana Sviridova who produced the dataset for RBCU / Transparent World,,4. refined polygon,RBCU,,07/21/14,,,"VU, migratory birds/congregations, other",55,0,,,Russian,,Arctic Beringia,0,,1189
